userid	username	prompt_type	training_step	current_action	current_observation	complex_observation	test_result
66	A1G187YBG0DVMQ	MC	20	["86","MC","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	to accept	NULL	{"0":{"reference":"you will accept","user_answer":"i will enter"},"1":{"reference":"you watch","user_answer":"he accepted"},"2":{"reference":"you will watch","user_answer":"he accepts"},"3":{"reference":"he watched","user_answer":"i enter"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"he accepts"},"6":{"reference":"he watches","user_answer":"she passes through"},"test_correct_num":0,"test_total_num":7}
88	A2TDGWWPX6IMIZ	MCR	8	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	he will enter	{"1":{"guess":"she accepted","time":9},"2":{"guess":"he will enter","time":3}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watched"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"you"},"5":{"reference":"I accepted","user_answer":"you accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":3,"test_total_num":7}
82	A2FI77833XNV3T	MCR	11	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	she watches	{"1":{"guess":"he will watch","time":12},"2":{"guess":"she watches","time":10}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you will watch"},"2":{"reference":"you will watch","user_answer":"you "},"3":{"reference":"he watched","user_answer":"he accepted"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
65	A2A0M30DSA7ZN	MC	22	["35","MC","yé icedpé","I accept","she watched","he accepts","I will accept","she accepted"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I enter"},"6":{"reference":"he watches","user_answer":"He watches"},"test_correct_num":5,"test_total_num":7}
56	A39EH9228GV09X	EX	24	["7","EX","ekki icedpilí","she will accept"]	she will accept	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"i watch"},"2":{"reference":"you will watch","user_answer":"i watched"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"i watched"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":3,"test_total_num":7}
101	 A2WD7K61WGL37E	MC	3	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	she will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you entered"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he entered"},"4":{"reference":"I watch","user_answer":"I enter"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he enters"},"test_correct_num":0,"test_total_num":7}
99	A1QX1RYLCFXZJ9	MCR	3	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	to accept	{"1":{"guess":"I watched","time":9},"2":{"guess":"to accept","time":7}}	{"0":{"reference":"you will accept","user_answer":"She will enter"},"1":{"reference":"you watch","user_answer":"She accept"},"2":{"reference":"you will watch","user_answer":""},"3":{"reference":"he watched","user_answer":"He will enter"},"4":{"reference":"I watch","user_answer":"You"},"5":{"reference":"I accepted","user_answer":""},"6":{"reference":"he watches","user_answer":""},"test_correct_num":0,"test_total_num":7}
86	A1C3F2M4JLKYG1	MCR	7	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	you accept	{"1":{"guess":"he will watch","time":10},"2":{"guess":"she enters","time":9},"3":{"guess":"you accept","time":8}}	{"0":{"reference":"you will accept","user_answer":"she will watch"},"1":{"reference":"you watch","user_answer":"I watched"},"2":{"reference":"you will watch","user_answer":"You watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"She entered"},"5":{"reference":"I accepted","user_answer":"She entered"},"6":{"reference":"he watches","user_answer":"He will watch"},"test_correct_num":1,"test_total_num":7}
85	A1U5BE8XJRXKW3	MCR	10	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]			{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he enters"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I "},"6":{"reference":"he watches","user_answer":""},"test_correct_num":4,"test_total_num":7}
92	A3L0DCUXI7X3A9	EX	7	["1","EX","yé icedpé","I accept"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you are watching"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":2,"test_total_num":7}
54	A2VRDE2FHCBMF8	EX	19	["1","EX","yé icedpé","I accept"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I will watch"},"5":{"reference":"I accepted","user_answer":"I will accept"},"6":{"reference":"he watches","user_answer":"he watche"},"test_correct_num":4,"test_total_num":7}
104	A1PAY3X73PQ16S	MC	3	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	he enters	NULL	{"0":{"reference":"you will accept","user_answer":"You will enter"},"1":{"reference":"you watch","user_answer":"You accept"},"2":{"reference":"you will watch","user_answer":"You will accept"},"3":{"reference":"he watched","user_answer":"He accepted"},"4":{"reference":"I watch","user_answer":"I accept"},"5":{"reference":"I accepted","user_answer":"I will enter"},"6":{"reference":"he watches","user_answer":"He watches"},"test_correct_num":1,"test_total_num":7}
57	A1A3TGZ7DKJWRW	TP	26	["163","TP","ák icedpi","he accepts"]	he accepts	NULL	{"0":{"reference":"you will accept","user_answer":"I entered"},"1":{"reference":"you watch","user_answer":"I watch"},"2":{"reference":"you will watch","user_answer":"I will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":2,"test_total_num":7}
94	A2UHF7UL7G0Y78	EX	7	["27","EX","ák melilí","he will watch"]	he will watch	NULL	{"0":{"reference":"you will accept","user_answer":"He entered"},"1":{"reference":"you watch","user_answer":"She entered"},"2":{"reference":"you will watch","user_answer":"He entered"},"3":{"reference":"he watched","user_answer":"She entered"},"4":{"reference":"I watch","user_answer":"He entered"},"5":{"reference":"I accepted","user_answer":"She entered"},"6":{"reference":"he watches","user_answer":"He entered"},"test_correct_num":0,"test_total_num":7}
52	AZEGZ5ZVM6P5A	TP	22	["187","TP","ák melilí","he will watch"]	he watches	NULL	{"0":{"reference":"you will accept","user_answer":"you entered"},"1":{"reference":"you watch","user_answer":"you open"},"2":{"reference":"you will watch","user_answer":"you will open"},"3":{"reference":"he watched","user_answer":"he opens"},"4":{"reference":"I watch","user_answer":"you open"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"I will watch"},"test_correct_num":0,"test_total_num":7}
84	A2F9V69F6TZIAB	MCR	9	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	you entered	{"1":{"guess":"you entered","time":13}}	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"i watch"},"5":{"reference":"I accepted","user_answer":"i accepted"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":6,"test_total_num":7}
76	A1LRJ4U04532TM	TPR	18	["193","TPR","yé icedpé","I accept"]	I accept	NULL	{"0":{"reference":"you will accept","user_answer":"You accepted"},"1":{"reference":"you watch","user_answer":"You watched"},"2":{"reference":"you will watch","user_answer":"You will watch"},"3":{"reference":"he watched","user_answer":"He watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I entered"},"6":{"reference":"he watches","user_answer":"He watched"},"test_correct_num":2,"test_total_num":7}
103	ABX5OQLR6UNBC	EX	4	["9","EX","ák icedpü","he accepted"]	he accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"you watch"},"5":{"reference":"I accepted","user_answer":"you accept"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":2,"test_total_num":7}
67	A3LECJA9RVQQKZ	EX	18	["26","EX","yé melilá","I will watch"]	I will watch	NULL	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":4,"test_total_num":7}
87	AAFAR49RN5TS7	MCR	8	["127","MCR","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	she enters	{"1":{"guess":"she enters","time":9}}	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"He watches"},"test_correct_num":3,"test_total_num":7}
62	A2MZYC2OHHM76X	MC	18	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	she will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I will accept"},"1":{"reference":"you watch","user_answer":"I enter"},"2":{"reference":"you will watch","user_answer":"I entered"},"3":{"reference":"he watched","user_answer":"He accepts"},"4":{"reference":"I watch","user_answer":"I accept"},"5":{"reference":"I accepted","user_answer":"I will accept"},"6":{"reference":"he watches","user_answer":"He enter"},"test_correct_num":0,"test_total_num":7}
59	A9YQQIZRWVPIT	MC	24	["52","MC","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	she accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will enter"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"you enter"},"5":{"reference":"I accepted","user_answer":"you accept"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":3,"test_total_num":7}
70	A13VIJ7G997ZCY	MCR	18	["124","MCR","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	he enters	{"1":{"guess":"he enters","time":13}}	{"0":{"reference":"you will accept","user_answer":"you accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"you accept"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":5,"test_total_num":7}
60	AC5UD8N187QD6	TP	20	["164","TP","ekki icedpi","she accepts"]	she accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you will accept"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you will watch"},"3":{"reference":"he watched","user_answer":"he watched"},"4":{"reference":"I watch","user_answer":"I watched"},"5":{"reference":"I accepted","user_answer":"I accepted"},"6":{"reference":"he watches","user_answer":"he watches"},"test_correct_num":6,"test_total_num":7}
55	A1TMF8Z3VT364E	TP	22	["176","TP","yé enplilá","I will enter"]	i accepted	NULL	{"0":{"reference":"you will accept","user_answer":"you accepted"},"1":{"reference":"you watch","user_answer":"you watch"},"2":{"reference":"you will watch","user_answer":"you watched"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"i watch"},"5":{"reference":"I accepted","user_answer":"i accept"},"6":{"reference":"he watches","user_answer":"he watched"},"test_correct_num":2,"test_total_num":7}
